,healthScore,cat_1,cat_2,cat_3,cat_5,cat_6,cat_7,cat_8,cat_9,cat_10,cat_12,cat_13,cat_14,googleRating,typeOfFacility_GROCERY STORE 0 TO 15000 SQ FT,typeOfFacility_GROCERY STORE W DELI 0 TO 15000 SQ FT,typeOfFacility_GROCERY STORE W DELI MORE THAN 15000 SQ FT,typeOfFacility_LIMITED FOOD SERVICE CONVENIENCE OTHER,typeOfFacility_MOBILE UNIT FULL FOOD SERVICE,typeOfFacility_NO FEE LICENSE K12 SCHOOLS NON PROFIT,typeOfFacility_RESTAURANT 0 TO 100 SEATS,typeOfFacility_RESTAURANT 101 TO 200 SEATS,typeOfFacility_RESTAURANT MORE THAN 200 SEATS,categoryOfFacility_BARS FRATERNAL ORGANIZATIONS,categoryOfFacility_FAST FOOD LIMITED MENU,categoryOfFacility_FULL MENU LIMITED SERVICE,categoryOfFacility_FULL SERVICE FULL MENU,categoryOfFacility_MOBILE UNITS,categoryOfFacility_RETAIL COMMISSARY
188,3,2,3,1,0,1,0,1,0,0,0,0,0,Low,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
189,5,0,1,1,1,0,0,0,1,0,0,1,0,Low,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
190,4,1,2,3,1,0,0,1,2,0,1,2,2,Low,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
191,3,1,2,1,1,1,0,0,0,0,0,0,0,Low,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
192,5,0,1,1,1,1,0,0,0,0,0,0,0,Low,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
193,3,3,3,3,1,3,1,1,0,0,0,0,0,High,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
194,2,3,3,3,2,1,1,2,2,1,2,0,0,Low,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
195,3,2,2,4,0,1,0,1,1,0,0,0,0,Low,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
196,5,0,0,0,0,1,0,0,0,0,0,0,0,Low,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
197,5,0,3,2,0,0,0,1,0,0,1,0,0,Low,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
198,5,0,1,2,0,1,0,1,0,0,0,0,0,Low,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
199,5,0,0,0,3,1,0,1,0,0,0,1,0,Low,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
200,4,0,1,2,2,3,0,1,0,0,1,0,0,Low,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
201,5,0,1,2,0,2,0,0,2,0,0,0,0,Low,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
202,5,0,1,2,2,0,0,1,0,0,0,0,0,Low,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
203,3,4,5,3,5,5,1,2,2,0,0,0,1,Low,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
204,4,0,3,3,0,0,0,0,0,0,0,0,0,Low,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
205,3,0,3,4,1,2,0,2,1,1,2,3,1,Low,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
206,5,0,2,0,0,0,0,0,0,0,0,0,0,Low,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
207,4,1,1,2,0,1,0,0,0,0,0,0,0,Low,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
208,4,0,1,1,0,1,0,0,0,0,1,0,0,Low,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
209,3,1,2,3,1,1,0,2,2,0,2,1,2,Low,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
210,5,0,1,2,0,0,0,1,0,0,1,0,0,High,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
211,5,0,0,1,0,0,1,0,0,1,0,0,1,High,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
212,4,1,3,1,1,0,0,1,0,0,0,0,0,High,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
213,3,1,1,3,1,1,0,2,0,1,2,1,0,High,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
214,5,0,4,0,0,1,0,2,1,0,0,0,0,Low,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
215,5,0,0,1,1,0,0,1,1,1,1,0,0,Low,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
216,3,2,3,1,1,0,0,2,0,0,0,1,0,Low,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
217,4,0,2,2,0,1,0,0,0,0,1,0,0,Low,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
218,3,2,3,1,1,0,2,1,2,0,1,1,1,Low,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
219,4,0,1,2,1,1,0,0,0,0,1,0,0,Low,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
220,5,0,1,2,1,0,0,1,0,0,2,0,0,Low,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
221,5,1,0,0,1,1,0,0,0,0,0,0,0,Low,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
222,3,1,2,3,2,3,0,1,1,0,0,0,0,Low,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
223,4,0,3,4,2,0,0,0,0,0,0,1,0,Low,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
224,4,1,2,0,0,0,0,1,1,0,1,0,0,High,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
225,5,1,2,1,0,0,0,0,0,0,1,0,0,Low,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
226,5,1,1,0,1,0,0,0,1,0,0,0,0,Low,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
227,5,0,1,0,0,1,0,0,1,0,0,0,0,Low,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
228,3,2,2,2,0,0,0,1,0,0,0,0,0,Low,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
229,5,1,1,0,0,0,0,1,0,0,0,0,0,Low,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
230,4,1,2,1,1,2,1,1,0,0,1,1,0,Low,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
231,4,1,1,1,1,1,0,1,2,1,1,1,0,Low,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
232,5,1,1,1,0,0,0,0,0,0,0,0,0,Low,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
233,3,1,2,1,1,1,0,0,1,0,1,1,1,Low,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
234,5,0,1,0,0,0,1,3,0,0,3,0,0,Low,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
235,5,1,2,0,0,0,0,1,1,0,0,0,1,Low,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
236,5,0,0,1,0,0,0,0,1,0,0,0,1,Low,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
237,3,2,4,5,3,4,0,0,0,0,1,0,0,Low,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
238,5,0,0,1,0,1,0,1,0,0,0,0,0,High,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
239,4,1,1,1,0,2,0,0,1,1,1,1,0,Low,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
240,3,1,2,1,2,0,0,1,0,0,0,0,0,High,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
241,5,0,2,0,1,1,0,1,0,0,1,0,0,Low,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
242,3,1,2,2,0,1,0,1,0,0,0,1,1,High,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
243,5,1,3,1,1,0,0,1,2,0,0,0,1,Low,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
244,5,0,0,0,1,0,1,1,0,0,0,0,0,High,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
245,3,1,2,3,0,1,0,0,0,0,1,0,0,Low,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
246,2,3,4,4,2,2,1,0,2,0,1,2,0,Low,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
247,3,2,1,0,1,0,0,1,1,1,1,1,1,High,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
248,3,2,3,2,0,0,0,2,1,1,1,1,2,Low,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
249,5,0,3,3,0,0,0,0,0,0,0,0,0,Low,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
250,5,1,1,2,2,2,0,0,0,1,0,2,1,Low,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
251,3,1,2,2,1,1,0,0,1,0,0,1,0,Low,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
252,3,2,4,3,1,5,2,3,2,1,3,1,0,Low,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
253,3,1,0,3,2,2,0,1,0,2,1,0,2,Low,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
254,4,1,1,1,2,2,0,0,1,0,1,0,0,High,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
255,5,0,3,2,0,2,0,0,0,0,1,0,1,Low,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
256,4,1,2,2,0,1,0,0,0,1,2,1,0,Low,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
257,5,0,1,2,0,1,0,0,1,0,1,1,0,Low,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
258,3,2,5,4,1,3,1,3,2,1,3,1,1,Low,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
259,5,0,0,0,1,0,0,0,0,0,0,0,0,High,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
260,3,0,3,3,2,3,1,1,0,2,1,0,2,Low,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
261,5,0,2,0,0,0,0,2,0,0,0,0,0,High,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
262,5,1,1,0,1,1,0,0,0,0,0,0,0,Low,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
263,3,2,2,0,1,0,0,2,0,0,0,0,0,Low,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
264,3,2,3,3,1,0,0,3,1,1,1,0,0,Low,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
265,5,0,2,1,1,0,0,1,0,0,0,0,0,Low,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
266,5,0,2,0,1,0,0,0,0,0,0,0,0,Low,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
267,5,0,1,1,0,0,0,0,0,0,0,0,0,Low,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
268,5,0,1,1,1,1,0,0,1,0,2,0,1,Low,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
269,3,1,3,2,1,2,0,1,1,0,1,0,0,Low,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
270,5,0,1,0,0,0,0,0,1,0,0,0,0,Low,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
271,5,0,1,0,1,0,0,0,0,0,0,0,0,Low,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
272,3,2,1,2,1,1,0,1,0,0,0,0,0,High,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
273,4,2,0,1,2,0,0,1,0,0,0,0,0,Low,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
274,4,1,1,3,0,2,0,0,1,1,1,1,1,Low,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
275,4,0,2,1,1,2,0,0,1,1,0,0,0,Low,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
276,4,1,4,3,1,1,0,2,3,3,3,3,3,Low,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
277,5,1,2,0,0,0,0,0,1,0,0,0,0,Low,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
278,4,1,2,3,1,1,0,2,1,2,2,0,1,Low,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
279,5,0,2,3,2,0,0,1,0,0,1,1,0,High,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
280,5,1,1,0,1,0,0,0,0,1,0,0,1,Low,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
281,3,3,4,4,3,1,2,2,5,2,1,2,5,High,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
282,3,2,1,3,0,1,0,2,0,0,0,0,0,Low,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
283,4,1,2,3,2,1,1,0,0,0,0,0,0,Low,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
284,5,1,0,0,0,0,0,0,0,0,0,0,0,Low,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
285,4,0,3,3,0,0,0,0,0,0,1,0,0,Low,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
286,3,2,3,3,0,0,0,0,0,0,0,0,1,Low,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
287,3,4,2,2,2,0,1,1,1,1,1,1,1,Low,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
288,5,1,1,2,0,1,0,0,0,0,0,0,0,Low,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
289,5,1,0,0,0,2,0,0,0,0,0,0,0,Low,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
290,3,1,2,4,1,1,1,1,3,0,1,1,0,Low,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
291,3,2,2,3,1,2,1,1,0,0,1,0,0,Low,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
292,5,0,3,0,1,1,0,0,1,0,0,0,0,High,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
293,4,1,4,3,1,1,1,2,1,1,2,0,1,Low,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
294,4,1,1,1,1,2,2,0,0,0,1,0,0,Low,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
295,3,3,4,3,3,3,0,2,1,1,1,1,1,Low,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
296,3,2,3,2,0,0,0,0,0,0,0,0,0,Low,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
297,4,1,3,1,0,0,0,3,0,0,1,0,0,High,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
298,5,0,1,3,0,0,0,1,0,0,1,0,0,Low,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
299,3,0,2,2,0,2,0,2,0,1,0,0,1,Low,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
300,4,0,2,3,1,1,0,0,0,0,0,0,0,Low,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
301,3,3,3,2,0,2,0,1,0,0,0,0,0,Low,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
302,5,0,0,0,0,1,0,0,0,0,0,0,0,High,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
303,4,1,2,1,0,0,0,0,0,0,0,0,0,High,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
304,5,0,1,1,1,0,0,0,0,1,1,0,1,Low,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
305,3,1,2,2,0,1,0,0,0,0,2,0,0,Low,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
306,4,1,1,2,2,0,0,0,0,0,0,0,0,Low,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
307,3,2,2,2,2,1,2,2,0,1,0,0,2,Low,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
308,5,2,1,1,0,1,0,0,1,1,2,1,2,High,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
309,4,0,3,1,0,0,0,2,0,0,2,0,0,High,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
310,5,0,2,1,0,3,0,2,0,0,3,0,1,Low,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
311,5,0,1,1,0,0,0,1,0,0,0,0,0,High,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
312,3,2,0,2,0,2,1,1,1,1,1,0,1,Low,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
313,3,1,3,3,2,0,1,1,2,2,1,1,1,Low,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
314,4,1,1,1,2,0,0,1,1,0,1,0,0,Low,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
315,5,1,0,0,0,0,0,2,0,0,0,0,0,Low,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
316,4,0,3,1,0,0,0,2,0,0,2,0,0,High,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
317,3,2,2,3,1,2,0,0,1,0,0,0,0,Low,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
318,3,1,0,2,0,1,0,1,0,0,1,0,0,Low,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
319,5,0,2,1,0,0,0,2,0,0,0,0,0,Low,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
320,3,3,2,3,2,3,0,0,0,0,1,0,0,Low,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
321,4,0,2,2,1,1,0,3,0,0,1,0,0,High,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
322,3,0,2,3,1,1,1,1,0,0,0,0,0,Low,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
323,4,1,1,2,1,1,0,0,1,0,1,0,0,High,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
324,5,0,0,0,2,0,0,0,0,0,0,0,0,High,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
325,3,1,3,2,1,1,0,2,1,0,0,1,0,Low,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
326,5,0,0,1,1,1,0,0,0,0,1,0,0,Low,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
327,5,0,2,2,1,1,0,0,1,0,1,1,0,Low,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
328,4,1,0,1,0,0,0,0,0,1,0,0,0,High,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
329,4,0,3,3,2,0,0,0,0,0,1,0,0,Low,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
330,4,1,1,1,1,1,0,0,0,0,0,0,0,High,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
331,5,0,0,0,1,1,0,0,0,0,0,0,0,Low,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
332,5,0,0,0,0,0,0,0,0,0,0,0,1,Low,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
333,3,1,1,2,1,0,0,1,1,0,2,1,2,High,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
334,4,1,1,0,1,0,0,1,0,0,0,0,0,Low,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
335,4,0,0,3,0,0,0,0,0,0,0,0,0,Low,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
336,4,0,2,2,1,2,0,0,0,1,2,1,1,High,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
337,3,1,2,2,1,4,1,3,0,0,3,1,0,High,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
338,3,1,3,4,1,0,0,1,1,0,2,1,0,Low,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
339,3,2,2,2,0,0,0,1,1,1,1,0,0,Low,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
340,3,1,3,1,2,3,0,1,2,0,1,1,1,Low,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
341,5,0,0,1,0,1,0,0,0,1,0,0,0,Low,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
342,5,0,0,1,1,0,0,0,0,0,0,0,0,Low,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
343,4,0,1,1,2,1,0,0,1,1,1,0,1,Low,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
344,4,1,1,0,0,0,1,2,2,1,1,1,1,High,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
345,3,2,4,1,3,1,0,2,0,0,2,1,1,Low,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
346,4,2,2,0,3,3,0,0,2,3,3,1,2,High,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
347,3,2,2,3,3,1,0,0,1,0,0,1,0,Low,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
348,4,1,1,0,0,1,0,1,0,0,0,0,0,Low,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
349,5,0,3,0,0,0,0,0,0,0,0,0,0,Low,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
350,4,0,2,1,1,1,0,0,0,0,1,0,1,Low,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
351,4,0,1,1,1,3,0,2,1,2,0,1,1,Low,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
352,5,0,2,0,3,0,0,0,0,0,0,0,2,Low,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
353,5,0,0,1,0,0,0,0,0,0,1,0,0,Low,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
354,4,0,2,1,1,2,0,1,1,1,1,1,0,Low,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
355,5,1,0,2,1,0,0,2,0,2,0,0,2,High,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
356,3,1,5,2,3,3,0,2,3,2,3,0,3,Low,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
357,4,1,3,2,1,0,0,0,3,1,1,3,3,High,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
358,5,0,0,0,2,0,0,0,2,0,0,0,0,Low,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
359,2,2,3,3,2,3,0,4,0,1,2,0,1,Low,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
360,3,4,4,3,1,1,0,2,1,2,0,0,2,Low,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
361,5,1,1,0,1,0,0,1,0,0,0,0,0,Low,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
362,5,0,3,1,0,0,0,0,0,0,0,0,1,Low,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
363,3,0,4,2,2,1,0,0,0,0,1,0,0,Low,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
364,3,1,3,4,0,1,1,1,0,1,0,0,1,Low,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
365,5,0,1,0,2,1,0,0,0,0,1,0,2,Low,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
366,4,1,1,2,1,1,1,1,0,0,1,0,1,Low,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
367,4,2,3,1,1,2,0,0,2,0,2,0,1,High,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
368,5,0,2,2,2,2,0,0,0,0,0,0,0,Low,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
369,4,0,1,2,1,1,0,2,0,0,0,0,1,Low,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
370,4,1,1,0,1,0,0,2,0,0,0,0,0,Low,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
371,5,0,2,0,0,0,0,1,0,0,1,0,0,Low,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
372,4,1,2,1,2,0,0,0,0,0,0,0,0,Low,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
373,5,0,0,0,1,0,0,1,1,0,0,0,0,Low,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
374,3,0,1,3,2,1,0,0,0,0,1,0,1,Low,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
375,4,0,1,1,0,2,1,0,1,0,1,0,0,Low,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
376,4,0,2,3,1,1,0,1,1,1,2,0,1,High,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
377,3,2,3,2,0,1,0,0,0,0,0,1,0,High,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
378,5,1,1,0,2,2,0,1,0,1,0,0,1,Low,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
379,3,2,2,2,1,3,1,1,0,2,3,2,3,Low,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
380,5,0,1,1,0,0,0,0,0,0,0,1,0,Low,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
381,4,1,2,2,0,0,0,0,0,0,0,0,0,High,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
382,3,1,1,1,0,1,0,0,0,0,0,0,0,Low,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
383,3,1,1,1,0,1,0,1,0,0,1,0,0,High,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
384,3,5,5,4,3,2,2,4,3,2,3,2,5,Low,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
385,5,1,2,0,1,1,0,1,2,1,0,0,1,Low,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
386,5,1,1,1,0,0,0,0,0,0,0,0,0,High,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
387,4,1,0,1,1,1,0,0,0,0,0,0,0,Low,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
388,5,0,0,2,2,0,1,0,1,1,0,0,1,Low,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
389,4,0,2,0,1,0,0,1,0,0,0,0,1,High,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
390,3,2,5,5,4,1,3,1,1,1,2,0,0,Low,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
391,4,1,0,1,1,1,0,1,0,0,0,0,0,Low,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
392,5,0,0,0,0,1,0,0,0,0,0,0,1,Low,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
393,5,0,2,1,0,0,0,0,1,0,0,0,0,High,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
394,2,2,4,4,3,3,0,0,0,1,1,0,2,Low,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
395,3,2,1,1,1,1,0,1,0,0,1,0,0,Low,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
396,3,1,3,2,2,0,1,3,1,0,0,1,0,Low,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
397,4,1,1,2,0,1,1,2,0,0,1,2,0,High,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
398,4,1,0,0,0,0,0,0,0,0,1,0,0,Low,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
399,5,0,0,3,0,0,0,0,1,0,0,0,0,Low,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
400,5,0,0,2,0,0,0,0,0,0,0,0,0,Low,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
401,4,0,1,2,2,3,0,0,0,0,2,1,3,Low,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
402,5,0,0,0,2,1,0,0,1,0,0,1,2,Low,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
403,4,3,3,3,0,1,1,1,1,0,0,0,1,Low,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
404,5,0,1,0,2,0,0,1,0,2,0,0,0,Low,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
405,4,0,1,2,0,0,0,0,0,0,0,0,0,Low,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
406,4,1,2,1,1,0,1,2,1,0,2,0,0,Low,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
407,5,0,0,0,1,0,0,0,0,0,0,0,0,Low,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
408,4,0,1,2,0,0,0,0,1,0,0,0,0,High,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
409,4,0,1,1,1,0,1,0,0,0,0,0,0,Low,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
