facilityId,biz_status,rating,price_level,total_user_ratings
FA0001007,OPERATIONAL,4.1,2.0,64.0
FA0000351,OPERATIONAL,4.0,1.0,304.0
FA0000603,OPERATIONAL,4.1,1.0,411.0
FA0002339,OPERATIONAL,4.3,3.0,352.0
FA0002631,OPERATIONAL,4.5,1.0,550.0
FA0002828,OPERATIONAL,3.3,1.0,543.0
FA0004949,OPERATIONAL,4.5,2.0,1924.0
FA0000957,OPERATIONAL,4.2,1.0,264.0
FA0000536,OPERATIONAL,3.8,2.0,153.0
FA0003491,OPERATIONAL,4.0,1.0,386.0
FA0000578,OPERATIONAL,4.2,2.0,261.0
FA0002481,OPERATIONAL,4.2,1.0,207.0
FA0001543,OPERATIONAL,4.5,1.0,323.0
FA0002383,OPERATIONAL,4.6,2.0,134.0
FA0000545,OPERATIONAL,4.3,1.0,452.0
FA0000829,OPERATIONAL,4.6,2.0,314.0
FA0002815,OPERATIONAL,4.3,2.0,361.0
FA0001200,OPERATIONAL,4.4,2.0,1471.0
FA0004879,OPERATIONAL,4.6,2.0,388.0
FA0003512,OPERATIONAL,3.9,1.0,138.0
FA0002027,OPERATIONAL,4.5,2.0,1160.0
FA0000332,OPERATIONAL,4.4,1.0,463.0
FA0000678,OPERATIONAL,4.2,2.0,351.0
FA0003566,OPERATIONAL,4.1,1.0,129.0
FA0000840,OPERATIONAL,2.9,1.0,618.0
FA0000165,OPERATIONAL,4.4,2.0,1289.0
FA0001660,OPERATIONAL,4.9,2.0,59.0
FA0000534,OPERATIONAL,4.4,1.0,703.0
FA0001005,OPERATIONAL,4.6,1.0,1231.0
FA0000882,OPERATIONAL,4.4,1.0,515.0
FA0004568,OPERATIONAL,4.5,2.0,1244.0
FA0000658,OPERATIONAL,4.5,1.0,573.0
FA0000342,OPERATIONAL,4.2,1.0,233.0
FA0003473,OPERATIONAL,4.5,1.0,238.0
FA0001195,OPERATIONAL,4.2,2.0,89.0
FA0002203,OPERATIONAL,4.2,3.0,452.0
FA0001308,OPERATIONAL,4.2,1.0,189.0
FA0000587,OPERATIONAL,4.4,2.0,346.0
FA0005269,OPERATIONAL,4.7,4.0,308.0
FA0002419,OPERATIONAL,4.2,1.0,178.0
FA0003510,OPERATIONAL,4.6,1.0,746.0
FA0003535,OPERATIONAL,4.3,2.0,578.0
FA0000494,OPERATIONAL,4.3,2.0,178.0
FA0001230,OPERATIONAL,4.1,1.0,597.0
FA0002186,OPERATIONAL,4.8,1.0,326.0
FA0000941,OPERATIONAL,4.4,1.0,475.0
FA0000627,OPERATIONAL,4.3,2.0,317.0
FA0000139,OPERATIONAL,4.1,2.0,456.0
FA0000406,OPERATIONAL,3.6,1.0,456.0
FA0004880,OPERATIONAL,3.9,2.0,1259.0
FA0000343,OPERATIONAL,3.7,1.0,96.0
FA0001203,OPERATIONAL,4.3,1.0,48.0
FA0000314,OPERATIONAL,4.4,2.0,382.0
FA0001414,OPERATIONAL,4.6,2.0,1195.0
FA0002857,OPERATIONAL,4.3,2.0,82.0
FA0002484,OPERATIONAL,3.4,1.0,245.0
FA0001124,CLOSED_TEMPORARILY,4.5,1.0,520.0
FA0001192,OPERATIONAL,4.3,2.0,337.0
FA0000639,OPERATIONAL,4.1,1.0,346.0
FA0004906,OPERATIONAL,4.0,2.0,826.0
FA0001114,OPERATIONAL,4.6,1.0,599.0
FA0002823,OPERATIONAL,4.3,2.0,488.0
FA0000748,OPERATIONAL,4.7,2.0,507.0
FA0000582,OPERATIONAL,4.6,2.0,573.0
FA0000961,OPERATIONAL,4.2,2.0,894.0
FA0000790,OPERATIONAL,4.2,1.0,419.0
FA0000674,OPERATIONAL,4.2,1.0,414.0
FA0002699,OPERATIONAL,4.2,2.0,246.0
FA0001197,OPERATIONAL,3.9,1.0,823.0
FA0001167,OPERATIONAL,4.1,1.0,67.0
FA0000831,OPERATIONAL,4.5,1.0,56.0
FA0000656,OPERATIONAL,4.3,1.0,317.0
FA0001234,OPERATIONAL,4.2,1.0,101.0
FA0000653,OPERATIONAL,4.5,1.0,1335.0
FA0000591,OPERATIONAL,4.3,2.0,277.0
FA0000025,OPERATIONAL,4.3,1.0,232.0
FA0000095,OPERATIONAL,4.7,2.0,982.0
FA0001267,OPERATIONAL,4.5,2.0,844.0
FA0002200,OPERATIONAL,4.3,2.0,2357.0
FA0001236,OPERATIONAL,4.4,2.0,1106.0
FA0000339,OPERATIONAL,4.5,1.0,1071.0
FA0000923,OPERATIONAL,4.1,1.0,323.0
FA0000511,OPERATIONAL,4.3,2.0,1085.0
FA0005013,OPERATIONAL,4.2,2.0,495.0
FA0000673,OPERATIONAL,3.7,1.0,178.0
FA0000558,OPERATIONAL,4.4,1.0,801.0
FA0000611,OPERATIONAL,4.5,2.0,1401.0
FA0000590,OPERATIONAL,4.2,2.0,385.0
FA0000392,OPERATIONAL,4.4,2.0,968.0
FA0002612,OPERATIONAL,3.9,2.0,957.0
FA0001229,OPERATIONAL,4.3,1.0,229.0
FA0005361,OPERATIONAL,4.7,1.0,753.0
FA0000416,OPERATIONAL,3.4,2.0,87.0
FA0000947,OPERATIONAL,4.6,1.0,810.0
FA0001548,OPERATIONAL,4.5,1.0,89.0
FA0000401,OPERATIONAL,4.5,2.0,1620.0
FA0001374,OPERATIONAL,4.6,2.0,459.0
FA0000841,OPERATIONAL,3.4,1.0,1062.0
FA0002677,OPERATIONAL,4.3,2.0,464.0
FA0000061,OPERATIONAL,4.4,1.0,387.0
FA0000487,OPERATIONAL,4.4,2.0,144.0
FA0000457,OPERATIONAL,4.4,1.0,1603.0
FA0000574,OPERATIONAL,4.2,2.0,159.0
FA0002357,OPERATIONAL,4.2,2.0,1016.0
FA0002442,OPERATIONAL,4.3,2.0,439.0
FA0000660,OPERATIONAL,4.3,2.0,1085.0
FA0002167,OPERATIONAL,4.5,2.0,551.0
FA0002660,OPERATIONAL,4.1,2.0,583.0
FA0000291,OPERATIONAL,4.7,4.0,899.0
FA0002653,OPERATIONAL,3.9,2.0,525.0
FA0000572,OPERATIONAL,4.3,1.0,169.0
FA0001090,OPERATIONAL,3.9,1.0,724.0
FA0002332,OPERATIONAL,3.6,2.0,1505.0
FA0003314,OPERATIONAL,4.3,1.0,268.0
FA0001035,OPERATIONAL,4.6,2.0,398.0
FA0000455,OPERATIONAL,4.0,2.0,677.0
FA0000720,OPERATIONAL,4.2,2.0,1702.0
FA0000026,OPERATIONAL,3.5,2.0,143.0
FA0003604,OPERATIONAL,4.6,2.0,1885.0
FA0001076,OPERATIONAL,4.7,1.0,893.0
FA0000754,OPERATIONAL,4.7,2.0,588.0
FA0002983,OPERATIONAL,4.2,2.0,608.0
FA0003453,OPERATIONAL,3.8,1.0,147.0
FA0003872,OPERATIONAL,4.6,2.0,300.0
FA0000778,OPERATIONAL,3.9,2.0,524.0
FA0003827,OPERATIONAL,4.2,1.0,214.0
FA0000544,OPERATIONAL,4.3,1.0,298.0
FA0001300,OPERATIONAL,3.4,1.0,1037.0
FA0000963,OPERATIONAL,4.7,2.0,235.0
FA0000684,OPERATIONAL,4.0,2.0,1279.0
FA0004860,OPERATIONAL,3.8,1.0,467.0
FA0000162,OPERATIONAL,4.0,2.0,107.0
FA0000750,OPERATIONAL,4.1,3.0,358.0
FA0000335,OPERATIONAL,4.5,3.0,422.0
FA0000629,OPERATIONAL,4.1,2.0,302.0
FA0003890,OPERATIONAL,4.3,2.0,291.0
FA0003318,OPERATIONAL,4.5,2.0,214.0
FA0000364,OPERATIONAL,4.2,1.0,817.0
FA0002658,OPERATIONAL,4.5,2.0,214.0
FA0005271,OPERATIONAL,4.6,2.0,915.0
FA0000898,OPERATIONAL,4.3,1.0,113.0
FA0001643,OPERATIONAL,4.2,2.0,232.0
FA0004766,OPERATIONAL,4.3,1.0,628.0
FA0004839,OPERATIONAL,4.3,1.0,1588.0
FA0000015,OPERATIONAL,4.7,1.0,232.0
FA0003305,OPERATIONAL,4.4,1.0,1915.0
FA0000086,OPERATIONAL,4.3,2.0,470.0
FA0000838,OPERATIONAL,4.5,2.0,414.0
FA0001249,OPERATIONAL,4.5,2.0,178.0
FA0002685,OPERATIONAL,4.1,2.0,372.0
FA0002694,OPERATIONAL,4.6,1.0,512.0
FA0002488,OPERATIONAL,4.6,1.0,243.0
FA0000897,OPERATIONAL,4.5,2.0,161.0
FA0004673,OPERATIONAL,4.6,2.0,1743.0
FA0000451,OPERATIONAL,4.8,1.0,1766.0
FA0001786,OPERATIONAL,4.3,2.0,2134.0
FA0000386,CLOSED_TEMPORARILY,4.3,1.0,138.0
FA0001086,OPERATIONAL,4.1,2.0,335.0
FA0003569,OPERATIONAL,4.3,1.0,154.0
FA0000767,OPERATIONAL,4.2,2.0,603.0
FA0001094,OPERATIONAL,4.4,2.0,353.0
FA0000976,OPERATIONAL,4.3,2.0,229.0
FA0003463,OPERATIONAL,4.4,2.0,1398.0
FA0000969,OPERATIONAL,4.1,2.0,336.0
FA0002497,OPERATIONAL,4.0,1.0,83.0
FA0001020,OPERATIONAL,4.3,1.0,1429.0
FA0001060,OPERATIONAL,4.6,2.0,288.0
FA0002166,OPERATIONAL,4.2,2.0,431.0
FA0000356,OPERATIONAL,4.5,1.0,3018.0
FA0001403,OPERATIONAL,4.5,2.0,655.0
FA0002966,OPERATIONAL,4.2,2.0,261.0
FA0004668,OPERATIONAL,4.3,2.0,252.0
FA0003337,OPERATIONAL,3.7,2.0,436.0
FA0002594,OPERATIONAL,3.8,1.0,139.0
FA0001333,OPERATIONAL,4.2,2.0,1235.0
FA0000384,OPERATIONAL,4.0,2.0,1318.0
FA0000233,OPERATIONAL,4.3,1.0,184.0
FA0000333,OPERATIONAL,4.7,1.0,435.0
FA0002371,OPERATIONAL,4.1,1.0,234.0
FA0000359,OPERATIONAL,4.2,2.0,861.0
FA0000484,OPERATIONAL,4.4,2.0,551.0
FA0000538,OPERATIONAL,4.4,1.0,457.0
FA0000225,OPERATIONAL,4.6,4.0,206.0
FA0000954,OPERATIONAL,4.2,1.0,97.0
FA0002578,OPERATIONAL,3.9,2.0,625.0
FA0003499,OPERATIONAL,4.6,2.0,256.0
FA0000996,OPERATIONAL,4.6,2.0,615.0
FA0002948,OPERATIONAL,4.1,1.0,348.0
FA0000728,OPERATIONAL,4.4,2.0,124.0
FA0001631,OPERATIONAL,3.6,1.0,390.0
FA0003466,OPERATIONAL,3.6,1.0,223.0
FA0000067,OPERATIONAL,4.6,2.0,2491.0
FA0001220,OPERATIONAL,4.2,1.0,74.0
FA0000556,OPERATIONAL,4.6,1.0,2057.0
FA0000845,OPERATIONAL,2.7,1.0,568.0
FA0004691,OPERATIONAL,4.3,2.0,706.0
FA0002331,OPERATIONAL,4.4,1.0,1062.0
FA0002230,OPERATIONAL,4.2,2.0,218.0
