city,facility_name,facility_name_plus,facility_id,rating,total_ratings,avg_inspection_score,avg_violations_count
BOULDER,AVERY BREWING COMPANY,BOULDER - AVERY BREWING COMPANY,FA0004673,4.6,1743,72.46,6.0
BOULDER,BACCO TRATTORIA,BOULDER - BACCO TRATTORIA,FA0002699,4.2,246,70.00,5.0
BOULDER,BACK COUNTRY PIZZA AND TAP HOUSE,BOULDER - BACK COUNTRY PIZZA AND TAP HOUSE,FA0001236,4.4,1106,46.18,3.6666666666666665
BOULDER,BARNES AND NOBLE BOOKSELLERS,BOULDER - BARNES AND NOBLE BOOKSELLERS,FA0003257,4.5,913,31.00,2.5
BOULDER,BARTACO,BOULDER - BARTACO,FA0005162,4.4,1106,50.00,4.0
BOULDER,BASECAMP HOTEL,BOULDER - BASECAMP HOTEL,FA0004910,4.0,376,18.00,2.5
BOULDER,BELEZA COFFEE BAR,BOULDER - BELEZA COFFEE BAR,FA0000972,4.7,254,55.50,3.6666666666666665
BOULDER,BEN AND JERRYS,BOULDER - BEN AND JERRYS,FA0000106,4.3,345,29.57,3.5
BOULDER,BENTO RIA SUSHI & POKE,BOULDER - BENTO RIA SUSHI & POKE,FA0005227,4.7,231,55.00,4.0
BOULDER,BEST WESTERN PLUS BOULDER INN,BOULDER - BEST WESTERN PLUS BOULDER INN,FA0000594,4.0,240,42.27,3.6666666666666665
BOULDER,BIG DADDY BAGELS,BOULDER - BIG DADDY BAGELS,FA0000233,4.3,184,31.67,3.0
BOULDER,BIRDCALL 29TH ST,BOULDER - BIRDCALL 29TH ST,FA0002645,4.4,74,51.53,5.666666666666667
BOULDER,BITTER BAR THE,BOULDER - BITTER BAR THE,FA0000335,4.5,422,18.33,1.5
BOULDER,BJS RESTAURANT,BOULDER - BJS RESTAURANT,FA0003769,4.1,920,20.00,1.5
BOULDER,BLACK CAT,BOULDER - BLACK CAT,FA0001251,4.7,308,66.88,4.0
BOULDER,BLACK PEPPER PHO,BOULDER - BLACK PEPPER PHO,FA0000590,4.2,385,76.81,6.2
BOULDER,BLACKBELLY MARKET,BOULDER - BLACKBELLY MARKET,FA0003606,4.6,1181,39.50,3.0
BOULDER,BLACKJACK PIZZA AND SALADS,BOULDER - BLACKJACK PIZZA AND SALADS,FA0000098,3.7,192,43.38,4.333333333333333
BOULDER,BLOFISH,BOULDER - BLOFISH,FA0001007,4.1,64,42.92,4.0
BOULDER,BLUFF STREET BAR AND BILLIARDS,BOULDER - BLUFF STREET BAR AND BILLIARDS,FA0003785,4.1,223,33.00,5.5
BOULDER,BOCO RESTAURANT THE,BOULDER - BOCO RESTAURANT THE,FA0000473,4.8,267,50.22,3.0
BOULDER,BOHEMIAN BIERGARTEN,BOULDER - BOHEMIAN BIERGARTEN,FA0001077,4.6,1613,123.65,6.5
BOULDER,BOSS LADY PIZZA,BOULDER - BOSS LADY PIZZA,FA0000941,4.4,475,32.35,3.5
BOULDER,BOULDER BOWLS (MOBILE),BOULDER - BOULDER BOWLS (MOBILE),FA0003540,4.2,419,34.00,2.5
BOULDER,BOULDER BURGER,BOULDER - BOULDER BURGER,FA0000990,4.5,89,45.09,3.6666666666666665
BOULDER,BOULDER COMMUNITY FOOTHILLS HOSPITAL,BOULDER - BOULDER COMMUNITY FOOTHILLS HOSPITAL,FA0001800,5.0,3,21.80,2.5
BOULDER,BOULDER CORK THE,BOULDER - BOULDER CORK THE,FA0000135,4.5,864,25.00,3.0
BOULDER,BOULDER DEPOT ROADHOUSE THE,BOULDER - BOULDER DEPOT ROADHOUSE THE,FA0004837,4.2,1184,90.11,6.25
BOULDER,BOULDER DUSHANBE TEA HOUSE,BOULDER - BOULDER DUSHANBE TEA HOUSE,FA0000200,4.6,2995,64.47,3.75
BOULDER,BOULDER FRESH GARDEN,BOULDER - BOULDER FRESH GARDEN,FA0004761,4.1,18,20.00,2.333333333333333
BOULDER,BOULDER INDOOR SOCCER,BOULDER - BOULDER INDOOR SOCCER,FA0004696,4.5,2,18.12,2.6666666666666665
BOULDER,BOULDER MARRIOTT,BOULDER - BOULDER MARRIOTT,FA0000093,4.2,698,56.00,6.0
BOULDER,BOULDER PHO,BOULDER - BOULDER PHO,FA0001493,4.3,562,28.00,5.0
BOULDER,BOULDER SALAD,BOULDER - BOULDER SALAD,FA0003814,3.3,9,29.44,3.0
BOULDER,BOULDERS DINNER THEATRE,BOULDER - BOULDERS DINNER THEATRE,FA0000095,4.7,982,50.00,4.0
BOULDER,BPOE LODGE 566,BOULDER - BPOE LODGE 566,FA0000127,4.0,48,10.25,2.0
BOULDER,BRAMBLE AND HARE,BOULDER - BRAMBLE AND HARE,FA0003737,4.6,332,58.00,2.5
BOULDER,BREADWORKS,BOULDER - BREADWORKS,FA0000257,3.8,125,40.04,3.6666666666666665
BOULDER,BREWING MARKET,BOULDER - BREWING MARKET,FA0000258,4.6,85,30.00,3.5
BOULDER,BREWING MARKET,BOULDER - BREWING MARKET,FA0001327,4.2,295,43.57,3.5
BOULDER,BREWING MARKET,BOULDER - BREWING MARKET,FA0002481,4.2,207,38.89,3.5
BOULDER,BROOKLYN PIZZA,BOULDER - BROOKLYN PIZZA,FA0000656,4.3,317,55.04,7.666666666666667
BOULDER,BUDDHA CAFE,BOULDER - BUDDHA CAFE,FA0000493,4.2,427,65.07,6.5
BOULDER,BUFF RESTAURANT THE,BOULDER - BUFF RESTAURANT THE,FA0000067,4.6,2491,50.93,5.0
BOULDER,BURGER KING 414,BOULDER - BURGER KING 414,FA0000109,3.0,612,29.17,2.0
BOULDER,BURGER KING 7062,BOULDER - BURGER KING 7062,FA0000112,3.0,276,5.00,1.0
BOULDER,BUSABA,BOULDER - BUSABA,FA0000907,4.3,25,54.83,5.75
BOULDER,CAFE AION,BOULDER - CAFE AION,FA0001643,4.2,232,25.00,3.0
BOULDER,CAFE BLUE,BOULDER - CAFE BLUE,FA0001249,4.5,178,52.50,4.0
BOULDER,CAFE BOULDER,BOULDER - CAFE BOULDER,FA0003318,4.5,214,54.38,4.0
BOULDER,CAFE MEXICALI,BOULDER - CAFE MEXICALI,FA0003837,4.3,1039,45.14,3.5
BOULDER,CAFFE SOLE,BOULDER - CAFFE SOLE,FA0001284,4.3,416,90.29,6.666666666666667
BOULDER,CANYON CAFE,BOULDER - CANYON CAFE,FA0000150,4.6,15,18.33,1.5
BOULDER,CAPITAL ONE CAFE,BOULDER - CAPITAL ONE CAFE,FA0000133,4.0,71,33.20,2.5
BOULDER,CARELLIS OF BOULDER RISTORANTE ITAL,BOULDER - CARELLIS OF BOULDER RISTORANTE ITAL,FA0000152,4.4,820,43.36,3.6666666666666665
BOULDER,CAVA,BOULDER - CAVA,FA0002745,4.4,146,56.92,6.5
BOULDER,CENTRO MEXICAN CUISINE,BOULDER - CENTRO MEXICAN CUISINE,FA0000181,4.1,1074,50.62,4.0
BOULDER,CENTURY THEATRE,BOULDER - CENTURY THEATRE,FA0002792,4.0,844,25.00,1.5
BOULDER,CHEZ THUY CUISINE,BOULDER - CHEZ THUY CUISINE,FA0000164,4.3,928,50.13,6.666666666666667
BOULDER,CHICKEN ON THE HILL,BOULDER - CHICKEN ON THE HILL,FA0002303,4.0,78,3.00,3.0
BOULDER,CHIMERA,BOULDER - CHIMERA,FA0001225,4.2,437,44.80,5.0
BOULDER,CHINA GOURMET - BOULDER,BOULDER - CHINA GOURMET - BOULDER,FA0000677,4.2,297,52.29,7.0
BOULDER,CHIPOTLE MEXICAN GRILL #894,BOULDER - CHIPOTLE MEXICAN GRILL #894,FA0002668,3.9,686,27.60,2.5
BOULDER,CHOP 5 SALAD KTICHEN,BOULDER - CHOP 5 SALAD KTICHEN,FA0003002,4.4,61,27.00,2.0
BOULDER,CILANTRO,BOULDER - CILANTRO,FA0002488,4.6,243,76.08,8.666666666666666
BOULDER,COFFEE BAR MEDTRONIC BOULDER,BOULDER - COFFEE BAR MEDTRONIC BOULDER,FA0004663,4.0,46,4.00,1.0
BOULDER,COLD STONE CREAMERY,BOULDER - COLD STONE CREAMERY,FA0002857,4.3,82,8.00,2.0
BOULDER,COLORADO ATHLETIC CLUB,BOULDER - COLORADO ATHLETIC CLUB,FA0003521,2.7,143,31.12,2.6666666666666665
BOULDER,COLORADO ATHLETIC CLUB AT FLATIRONS,BOULDER - COLORADO ATHLETIC CLUB AT FLATIRONS,FA0000295,3.4,70,17.00,2.0
BOULDER,COLORADO FRIED CHICKEN COMPANY (MOBILE),BOULDER - COLORADO FRIED CHICKEN COMPANY (MOBILE),FA0005386,4.5,876,5.00,1.0
BOULDER,COMA MEXICAN GRILL,BOULDER - COMA MEXICAN GRILL,FA0005472,4.5,177,10.00,1.0
BOULDER,CORNER THE,BOULDER - CORNER THE,FA0000350,4.4,226,52.86,3.333333333333333
BOULDER,COSMOS PIZZA,BOULDER - COSMOS PIZZA,FA0000731,4.4,1032,13.62,2.5
BOULDER,COSMOS PIZZA,BOULDER - COSMOS PIZZA,FA0000959,4.5,315,31.25,2.5
BOULDER,COURTYARD BY MARRIOTT,BOULDER - COURTYARD BY MARRIOTT,FA0000304,4.3,503,23.29,2.5
BOULDER,COVE CAFE THE,BOULDER - COVE CAFE THE,FA0000969,4.1,336,35.50,3.0
BOULDER,CU ATHLETICS,BOULDER - CU ATHLETICS,FA0004792,4.7,7,22.44,4.0
BOULDER,CURED,BOULDER - CURED,FA0003583,4.6,118,52.78,2.5
BOULDER,CURRY N KEBOB,BOULDER - CURRY N KEBOB,FA0002651,4.4,1067,84.12,6.75
BOULDER,D P DOUGH,BOULDER - D P DOUGH,FA0001370,3.4,129,16.20,2.5
BOULDER,DA GABI CUCINA,BOULDER - DA GABI CUCINA,FA0000336,4.5,300,85.00,7.5
BOULDER,DAIKON,BOULDER - DAIKON,FA0003536,4.3,204,12.50,1.5
BOULDER,DAIRY CENTER FOR THE ARTS THE,BOULDER - DAIRY CENTER FOR THE ARTS THE,FA0002591,4.5,57,19.00,5.0
BOULDER,DAIRY QUEEN 12402,BOULDER - DAIRY QUEEN 12402,FA0001308,4.2,189,18.29,2.0
BOULDER,DAIRY QUEEN 12406,BOULDER - DAIRY QUEEN 12406,FA0000343,3.7,96,10.33,1.5
BOULDER,DARK HORSE,BOULDER - DARK HORSE,FA0000356,4.5,3018,28.33,2.0
BOULDER,DELI ZONE,BOULDER - DELI ZONE,FA0001355,4.0,93,82.78,5.8
BOULDER,DELI ZONE,BOULDER - DELI ZONE,FA0002162,4.1,174,38.31,4.0
BOULDER,DELI ZONE ON THE HILL,BOULDER - DELI ZONE ON THE HILL,FA0000831,4.5,56,42.50,2.5
BOULDER,DELI ZONE VALMONT,BOULDER - DELI ZONE VALMONT,FA0000360,4.5,281,27.33,4.5
BOULDER,DISH GOURMET,BOULDER - DISH GOURMET,FA0000018,4.7,150,65.00,3.0
BOULDER,DOTS DINER,BOULDER - DOTS DINER,FA0000332,4.4,463,30.00,3.0
BOULDER,DOUGS DINER,BOULDER - DOUGS DINER,FA0001663,4.6,574,58.12,5.666666666666667
BOULDER,DRY STORAGE,BOULDER - DRY STORAGE,FA0003243,4.5,89,54.64,4.666666666666667
BOULDER,DUNKIN DONUTS #856,BOULDER - DUNKIN DONUTS #856,FA0000406,3.6,456,35.78,2.333333333333333
BOULDER,EDIBLE ARRANGEMENTS,BOULDER - EDIBLE ARRANGEMENTS,FA0001642,3.3,27,14.60,2.5
BOULDER,EFRAINS II,BOULDER - EFRAINS II,FA0000443,4.5,1310,68.82,4.25
BOULDER,EINSTEIN BROS BAGELS 3331,BOULDER - EINSTEIN BROS BAGELS 3331,FA0001646,3.7,158,38.00,2.5
BOULDER,EMBASSY SUITES BOULDER,BOULDER - EMBASSY SUITES BOULDER,FA0005212,3.4,8,5.00,1.0
BOULDER,ETAIS AT CU,BOULDER - ETAIS AT CU,FA0003825,3.8,17,22.57,2.5
BOULDER,ETOWN HALL,BOULDER - ETOWN HALL,FA0003792,4.8,180,12.50,1.0
BOULDER,EUREST DINING SERVICE AT IBM CANTEE,BOULDER - EUREST DINING SERVICE AT IBM CANTEE,FA0000447,3.6,11,99.79,5.0
BOULDER,FALAFEL KING,BOULDER - FALAFEL KING,FA0000237,4.4,552,105.42,14.333333333333334
BOULDER,FIOR DI GELATO,BOULDER - FIOR DI GELATO,FA0002826,4.6,355,37.75,3.0
BOULDER,FIVE GUYS BOULDER,BOULDER - FIVE GUYS BOULDER,FA0002654,4.4,847,3.00,2.0
BOULDER,FIVE SPICE ASIAN CUSINE,BOULDER - FIVE SPICE ASIAN CUSINE,FA0002665,3.5,240,98.27,13.75
BOULDER,FLAGSTAFF HOUSE,BOULDER - FLAGSTAFF HOUSE,FA0000291,4.7,899,25.71,3.5
BOULDER,FLATIRON COFFEE,BOULDER - FLATIRON COFFEE,FA0000630,4.4,488,15.00,2.5
BOULDER,FLOWER CHILD,BOULDER - FLOWER CHILD,FA0000696,4.5,513,3.67,1.5
BOULDER,FLOWER PEPPER RESTAURANT,BOULDER - FLOWER PEPPER RESTAURANT,FA0000805,4.2,443,39.71,4.5
BOULDER,FOLSOM THAI,BOULDER - FOLSOM THAI,FA0003585,4.6,288,38.24,3.0
BOULDER,FOOLISH CRAIGS CAFE,BOULDER - FOOLISH CRAIGS CAFE,FA0001288,4.4,1217,64.00,6.5
BOULDER,FOOLISH CRAIGS CAFE,BOULDER - FOOLISH CRAIGS CAFE,FA0002939,4.4,1217,38.33,3.0
BOULDER,FOX THEATER,BOULDER - FOX THEATER,FA0001267,4.5,844,45.00,5.0
BOULDER,FRANKS CHOP HOUSE,BOULDER - FRANKS CHOP HOUSE,FA0000616,4.3,446,55.91,3.6666666666666665
BOULDER,FRASCA FOOD AND WINE,BOULDER - FRASCA FOOD AND WINE,FA0000436,4.6,487,48.44,2.6666666666666665
BOULDER,FRESH THYMES EATERY,BOULDER - FRESH THYMES EATERY,FA0002167,4.5,551,69.00,4.333333333333333
BOULDER,FRESH THYMES MARKETPLACE,BOULDER - FRESH THYMES MARKETPLACE,FA0005025,4.4,17,13.33,1.5
BOULDER,FUJI CAFE,BOULDER - FUJI CAFE,FA0000340,4.5,280,18.80,2.5
BOULDER,GABEE COFFEE,BOULDER - GABEE COFFEE,FA0001283,4.8,373,20.80,1.5
BOULDER,GAIA MASALA AND BURGER,BOULDER - GAIA MASALA AND BURGER,FA0000547,4.5,283,43.00,8.5
BOULDER,GEMINI,BOULDER - GEMINI,FA0000092,4.7,50,33.75,2.5
BOULDER,GLACIER HOMEMADE ICE CREAM,BOULDER - GLACIER HOMEMADE ICE CREAM,FA0000326,4.6,416,38.89,3.0
BOULDER,GOAT AT THE GARAGE THE,BOULDER - GOAT AT THE GARAGE THE,FA0003850,4.3,243,23.00,3.0
BOULDER,GOLD HILL GENERAL STORE AND PUB,BOULDER - GOLD HILL GENERAL STORE AND PUB,FA0000329,4.8,183,10.00,1.0
BOULDER,GOLD HILL INN,BOULDER - GOLD HILL INN,FA0000330,4.7,302,25.00,2.0
BOULDER,GOLDEN SUN,BOULDER - GOLDEN SUN,FA0001344,3.4,289,64.10,5.25
BOULDER,GONDOLIER,BOULDER - GONDOLIER,FA0002132,4.3,447,61.22,3.0
BOULDER,GOOD TIMES BURGERS AND FROZEN CUSTA,BOULDER - GOOD TIMES BURGERS AND FROZEN CUSTA,FA0000364,4.2,817,27.22,3.5
BOULDER,GOODY MONSTER,BOULDER - GOODY MONSTER,FA0003799,4.3,39,48.78,4.5
BOULDER,GREAT HARVEST BREAD COMPANY,BOULDER - GREAT HARVEST BREAD COMPANY,FA0000371,4.4,124,38.00,3.5
BOULDER,GREENBRIAR INN THE,BOULDER - GREENBRIAR INN THE,FA0000372,4.6,603,55.83,4.0
BOULDER,GROWING GARDENS,BOULDER - GROWING GARDENS,FA0005299,4.2,21,1.00,1.0
BOULDER,GUCKENHEIMER@ ALTITUDE CAFE,BOULDER - GUCKENHEIMER@ ALTITUDE CAFE,FA0005198,5.0,5,21.00,3.0
BOULDER,GURKHAS DUMPLING AND CURRY HOUSE,BOULDER - GURKHAS DUMPLING AND CURRY HOUSE,FA0003470,4.6,86,37.78,3.0
BOULDER,GURKHAS ON THE HILL,BOULDER - GURKHAS ON THE HILL,FA0000130,4.3,92,27.50,2.0
BOULDER,HALF FAST SUBS ON THE HILL,BOULDER - HALF FAST SUBS ON THE HILL,FA0000947,4.6,810,37.64,3.5
BOULDER,HAMPTON INN & SUITES,BOULDER - HAMPTON INN & SUITES,FA0004518,4.5,437,21.00,1.5
BOULDER,HAOWAY CHINESE CAFE,BOULDER - HAOWAY CHINESE CAFE,FA0000391,4.2,229,22.55,3.5
BOULDER,HAPA SUSHI AND SAKE,BOULDER - HAPA SUSHI AND SAKE,FA0000392,4.4,968,30.83,2.0
BOULDER,HIGHLAND CITY CLUB,BOULDER - HIGHLAND CITY CLUB,FA0005405,4.5,43,15.00,2.0
BOULDER,HISSHO SUSHI #312 (INSIDE SPROUTS),BOULDER - HISSHO SUSHI #312 (INSIDE SPROUTS),FA0002863,4.4,454,15.00,1.0
BOULDER,HOLIDAY INN EXPRESS,BOULDER - HOLIDAY INN EXPRESS,FA0002526,4.3,384,31.67,3.0
BOULDER,HOLY CREPE,BOULDER - HOLY CREPE,FA0000038,4.9,69,40.83,7.666666666666667
BOULDER,HOLY CREPE (MOBILE),BOULDER - HOLY CREPE (MOBILE),FA0005345,4.9,69,10.00,1.0
BOULDER,HOMEWOOD SUITES BOULDER,BOULDER - HOMEWOOD SUITES BOULDER,FA0000442,4.4,523,22.67,2.0
BOULDER,HYATT PLACE BOULDER,BOULDER - HYATT PLACE BOULDER,FA0004683,4.3,887,21.62,2.5
BOULDER,IHOP 1836,BOULDER - IHOP 1836,FA0000033,3.7,1210,40.33,2.5
BOULDER,IL PASTAIO,BOULDER - IL PASTAIO,FA0000748,4.7,507,70.45,5.5
BOULDER,ILLEGAL PETES,BOULDER - ILLEGAL PETES,FA0000653,4.5,1335,22.83,2.0
BOULDER,ILLEGAL PETES,BOULDER - ILLEGAL PETES,FA0000882,4.4,515,39.00,6.0
BOULDER,INSOMNIA COOKIES,BOULDER - INSOMNIA COOKIES,FA0004989,4.2,157,20.00,3.0
BOULDER,IZOTE LATIN FOOD #3 (MOBILE),BOULDER - IZOTE LATIN FOOD #3 (MOBILE),FA0005425,5.0,3,40.00,3.0
BOULDER,JAIPUR INDIAN RESTAURANT,BOULDER - JAIPUR INDIAN RESTAURANT,FA0002315,4.2,519,52.00,4.0
BOULDER,JAMBA JUICE,BOULDER - JAMBA JUICE,FA0000657,3.7,260,23.33,1.5
BOULDER,JAMBA JUICE @ UMC (CU),BOULDER - JAMBA JUICE @ UMC (CU),FA0002718,4.2,5,26.86,2.333333333333333
BOULDER,JANUARY COFFEE,BOULDER - JANUARY COFFEE,FA0000661,5.0,26,17.00,1.5
BOULDER,JAPANGO,BOULDER - JAPANGO,FA0000659,4.4,979,29.00,2.5
BOULDER,JAX FISH HOUSE,BOULDER - JAX FISH HOUSE,FA0000666,4.6,644,42.50,2.5
BOULDER,JIMMY JOHNS #669,BOULDER - JIMMY JOHNS #669,FA0001003,3.2,246,15.00,1.5
BOULDER,JIN CHAN ZHANG RESTAURANT,BOULDER - JIN CHAN ZHANG RESTAURANT,FA0002294,4.1,217,55.42,6.5
BOULDER,JUICE BEE THE,BOULDER - JUICE BEE THE,FA0004969,3.5,28,10.50,2.0
BOULDER,JUNGLE,BOULDER - JUNGLE,FA0003739,4.6,161,23.75,2.0
BOULDER,KALITA GRILL,BOULDER - KALITA GRILL,FA0002492,4.6,380,43.50,3.5
BOULDER,KATHMANDU RESTAURANT II,BOULDER - KATHMANDU RESTAURANT II,FA0000331,4.3,1008,48.00,5.2
BOULDER,KFC AND TACO BELL STORE 474,BOULDER - KFC AND TACO BELL STORE 474,FA0000407,3.0,523,28.33,2.0
BOULDER,KHOW THAI CAFE,BOULDER - KHOW THAI CAFE,FA0001272,4.3,354,60.81,7.666666666666667
BOULDER,KIKKA AT  WHOLE FOODS MARKET,BOULDER - KIKKA AT  WHOLE FOODS MARKET,FA0002680,4.1,872,10.00,1.0
BOULDER,KILWINS BOULDER,BOULDER - KILWINS BOULDER,FA0004843,4.6,355,13.80,2.5
BOULDER,KIMS FOOD TO GO,BOULDER - KIMS FOOD TO GO,FA0004498,3.9,114,25.50,3.0
BOULDER,KITCHEN THE,BOULDER - KITCHEN THE,FA0001074,4.5,903,25.00,1.5
BOULDER,KOREA HOUSE,BOULDER - KOREA HOUSE,FA0000432,4.3,296,19.80,2.5
BOULDER,KTS BBQ,BOULDER - KTS BBQ,FA0000574,4.2,159,37.20,2.5
BOULDER,KTS BBQ,BOULDER - KTS BBQ,FA0001299,4.4,333,25.83,6.0
BOULDER,KU CHA TEA,BOULDER - KU CHA TEA,FA0005073,4.6,422,7.00,3.0
BOULDER,KUNG FU TEA,BOULDER - KUNG FU TEA,FA0000288,4.4,314,55.77,6.5
BOULDER,LA CHOZA #2,BOULDER - LA CHOZA #2,FA0001306,4.3,557,31.13,2.0
BOULDER,LA CHOZA #3,BOULDER - LA CHOZA #3,FA0003464,4.6,56,93.58,5.0
BOULDER,LA CHOZA (MOBILE),BOULDER - LA CHOZA (MOBILE),FA0001550,4.3,557,81.42,6.5
BOULDER,LA FAMILIA (MOBILE),BOULDER - LA FAMILIA (MOBILE),FA0004967,4.7,59,56.22,4.5
BOULDER,LA MARIPOSA MARGARITA HOUSE MEXICAN RESTAURANT,BOULDER - LA MARIPOSA MARGARITA HOUSE MEXICAN RESTAURANT,FA0001367,4.4,203,80.00,5.5
BOULDER,LA PUPUSA LOCA (MOBILE),BOULDER - LA PUPUSA LOCA (MOBILE),FA0002979,3.7,68,20.00,2.5
BOULDER,LAUGHING GOAT COFFEE HOUSE,BOULDER - LAUGHING GOAT COFFEE HOUSE,FA0001005,4.6,1231,52.69,3.25
BOULDER,LAUGHING GOAT NORLIN,BOULDER - LAUGHING GOAT NORLIN,FA0003255,4.3,154,36.50,2.5
BOULDER,LAWLESS CRAIGS,BOULDER - LAWLESS CRAIGS,FA0002675,4.4,1217,34.17,3.0
BOULDER,LE FRENCH CAFE,BOULDER - LE FRENCH CAFE,FA0004521,4.7,367,33.64,2.0
BOULDER,LE FRIGO,BOULDER - LE FRIGO,FA0005021,4.9,164,17.00,3.0
BOULDER,LE PEEP,BOULDER - LE PEEP,FA0000484,4.4,551,51.75,7.0
BOULDER,LEAF VEGETARIAN RESTAURANT,BOULDER - LEAF VEGETARIAN RESTAURANT,FA0002144,4.6,834,70.94,6.5
BOULDER,LEVY BOULDER PIZZA CO (MOBILE),BOULDER - LEVY BOULDER PIZZA CO (MOBILE),FA0002027,4.5,1160,25.83,2.0
BOULDER,LEVY FOLSOM FIELD HOT PREP KITCHEN 6TH FLOOR (CU),BOULDER - LEVY FOLSOM FIELD HOT PREP KITCHEN 6TH FLOOR (CU),FA0002021,4.6,1321,20.00,2.0
BOULDER,LEVY IPF 1 (MOBILE),BOULDER - LEVY IPF 1 (MOBILE),FA0004983,3.8,5,15.00,1.0
BOULDER,LEVY MOTIONS (MOBILE),BOULDER - LEVY MOTIONS (MOBILE),FA0002210,3.8,5,36.25,2.333333333333333
BOULDER,LINDSAYS BOULDER DELI AT HAAGEN DAZ,BOULDER - LINDSAYS BOULDER DELI AT HAAGEN DAZ,FA0000387,4.3,504,32.65,3.6666666666666665
BOULDER,LITTLE TIBET RESTAURANT,BOULDER - LITTLE TIBET RESTAURANT,FA0000592,4.7,269,38.85,3.333333333333333
BOULDER,LOGANS ESPRESSO CAFE,BOULDER - LOGANS ESPRESSO CAFE,FA0001554,4.7,91,10.00,1.0
BOULDER,LOLLICUP BOULDER,BOULDER - LOLLICUP BOULDER,FA0002419,4.2,178,50.25,4.0
BOULDER,LONCHERA LOS PAISAS (MOBILE),BOULDER - LONCHERA LOS PAISAS (MOBILE),FA0004853,4.5,315,61.83,9.0
BOULDER,LOS DOS BROS #1 (MOBILE),BOULDER - LOS DOS BROS #1 (MOBILE),FA0004841,4.6,215,18.00,2.5
BOULDER,LUCILES CREOLE CAFE,BOULDER - LUCILES CREOLE CAFE,FA0000476,4.6,1392,27.86,2.0
BOULDER,LUCKYS CAFE,BOULDER - LUCKYS CAFE,FA0000724,4.3,277,21.67,1.5
BOULDER,LUCKYS MARKET BAKEHOUSE,BOULDER - LUCKYS MARKET BAKEHOUSE,FA0003801,4.6,328,16.43,2.0
BOULDER,MAD GREENS,BOULDER - MAD GREENS,FA0002658,4.5,214,33.57,2.5
BOULDER,MATEO,BOULDER - MATEO,FA0001004,4.3,363,92.37,6.333333333333333
BOULDER,MAY WAH RESTAURANT,BOULDER - MAY WAH RESTAURANT,FA0000587,4.4,346,39.16,5.333333333333333
BOULDER,MCDEVITT TACO SUPPLY,BOULDER - MCDEVITT TACO SUPPLY,FA0005182,4.6,402,22.50,2.0
BOULDER,MCDEVITT TACO SUPPLY (MOBILE),BOULDER - MCDEVITT TACO SUPPLY (MOBILE),FA0005256,4.6,402,10.00,2.0
BOULDER,MCDONALDS 0109,BOULDER - MCDONALDS 0109,FA0000642,3.5,1088,24.00,2.5
BOULDER,META BURGER,BOULDER - META BURGER,FA0003471,4.9,55,20.00,1.5
BOULDER,MODMARKET,BOULDER - MODMARKET,FA0003267,4.1,534,16.00,2.0
BOULDER,MOES BROADWAY BAGEL,BOULDER - MOES BROADWAY BAGEL,FA0000061,4.4,387,23.33,2.5
BOULDER,MOES BROADWAY BAGEL,BOULDER - MOES BROADWAY BAGEL,FA0000544,4.3,298,31.43,2.333333333333333
BOULDER,MOES BROADWAY BAGEL,BOULDER - MOES BROADWAY BAGEL,FA0000545,4.3,452,20.62,2.5
BOULDER,MOES BROADWAY BAGEL,BOULDER - MOES BROADWAY BAGEL,FA0001330,4.4,663,26.00,2.5
BOULDER,MOES ORIGINAL BBQ,BOULDER - MOES ORIGINAL BBQ,FA0003050,4.1,410,42.33,4.0
BOULDER,MOJO TAQUERIA,BOULDER - MOJO TAQUERIA,FA0000467,4.5,164,37.78,3.0
BOULDER,MOTHERLODE CAFE,BOULDER - MOTHERLODE CAFE,FA0004964,4.1,336,73.00,8.0
BOULDER,MOTOMAKI,BOULDER - MOTOMAKI,FA0003621,4.3,659,20.17,2.0
BOULDER,MOUNTAIN SUN PUB & BREWERY,BOULDER - MOUNTAIN SUN PUB & BREWERY,FA0000556,4.6,2057,35.00,2.5
BOULDER,MT EVEREST CUISINE,BOULDER - MT EVEREST CUISINE,FA0000015,4.7,232,43.43,4.666666666666667
BOULDER,MURPHYS SOUTH,BOULDER - MURPHYS SOUTH,FA0002815,4.3,361,89.29,5.25
BOULDER,MUSTARDS LAST STAND,BOULDER - MUSTARDS LAST STAND,FA0000558,4.4,801,10.00,1.0
BOULDER,MY NEIGHBOR FELIX,BOULDER - MY NEIGHBOR FELIX,FA0004858,4.4,667,66.50,3.333333333333333
BOULDER,MY RAMEN & IZAKAYA,BOULDER - MY RAMEN & IZAKAYA,FA0002677,4.3,464,27.78,4.5
BOULDER,NAKED LUNCH,BOULDER - NAKED LUNCH,FA0004661,4.5,202,25.00,2.333333333333333
BOULDER,NAROPA CAFE/COMMUNITY TABLE KITCHEN,BOULDER - NAROPA CAFE/COMMUNITY TABLE KITCHEN,FA0004625,4.9,22,38.13,5.5
BOULDER,NATIVE FOODS CAFE,BOULDER - NATIVE FOODS CAFE,FA0002657,4.4,679,28.57,2.0
BOULDER,NCAR,BOULDER - NCAR,FA0000968,4.2,10,52.78,2.5
BOULDER,ND STREETBAR,BOULDER - ND STREETBAR,FA0002562,4.4,909,15.80,1.5
BOULDER,NEPAL CUISINE,BOULDER - NEPAL CUISINE,FA0000759,4.6,283,16.67,1.5
BOULDER,NICK N WILLYS PIZZA,BOULDER - NICK N WILLYS PIZZA,FA0000572,4.3,169,39.57,3.5
